,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
18192,Boeing 747-8,97815.05299157712,446889.37390962365,103056.19213463782,20%-40% of MAC,894.3993516648724,162.72151616207523,179573.77170280062,293,59252.76969310359,58950,596,Piston,78.83731280021401
18193,Boeing 777,230373.37218683783,495556.10861884966,394229.64369282254,20%-35% of MAC,706.6468739241323,150.14232544646228,223229.6656009672,392,96879.78533965308,49159,531,Piston,25.53386509653295
18194,Boeing 747-8,228778.50241728235,811018.739237071,804814.704832458,35%-45% of MAC,715.4216555774126,189.24524061751345,1391.2478174925182,156,97098.96152964914,25320,546,Turbofan,84.38407173605613
18195,Gulfstream G650,21431.172402837707,56683.80424008377,44599.90454828905,35%-45% of MAC,973.3098953365072,47.66655294699272,217923.52086611837,434,21523.67593949524,55750,504,Turboprop,15.81192982598342
18196,Bombardier Global 6000,112075.00506819403,344714.583357939,296602.4496563744,20%-40% of MAC,896.4492103815282,103.7664795520231,152199.51347161253,124,87705.81410804497,48379,471,Turbofan,32.00226515720386
18197,Boeing 747-8,183376.8299863221,847280.8332704831,249515.44627705315,35%-45% of MAC,955.9728626194131,62.81931741886909,271317.4562918934,439,22049.72392935276,40511,651,Turboprop,17.102350290581633
18198,Bombardier Global 6000,240846.77759743825,289542.8342206716,275099.30299852084,20%-40% of MAC,910.8280493273588,183.21465275468304,4651.612071354646,187,49524.81974011694,54076,515,Turbofan,39.65091815935087
18199,Boeing 747-8,255013.19307629092,916889.6961095398,877917.445367072,15%-30% of MAC,802.6279463670277,101.39939498205132,458732.9182078646,476,60611.97210242774,35661,507,Turboprop,94.86178775414244
18200,Airbus A380,215897.5304711557,931826.2353564634,594935.8662721824,15%-30% of MAC,304.5581060680896,91.84441372545756,384535.5717554586,303,49542.9346885399,44965,558,Piston,49.868537412513646
18201,Boeing 777,249498.01985624983,473959.0105360026,348290.50596623553,35%-45% of MAC,809.2841765433576,36.237981230132206,264877.7972518717,340,33746.777434968535,47261,638,Turbofan,64.43764872343456
18202,Airbus A320,239941.60250894364,1126801.2490859905,311131.1589999217,20%-40% of MAC,649.122195469282,198.23766654703095,355517.96674052445,447,35043.08215148591,44102,546,Piston,21.08887519456143
18203,Embraer E190,47902.10235628853,111393.50297912808,68250.5360518567,35%-45% of MAC,549.7818699281319,73.67253219991534,49046.53424833503,68,58164.82227637577,52597,464,Turboprop,42.91022640632294
18204,Bombardier Global 6000,172067.6835680737,203277.50168496175,194347.08994053127,35%-45% of MAC,427.5820351818663,20.276934612892507,362426.8812679336,284,58678.32158646335,23983,603,Piston,11.961132394307777
18205,Beechcraft King Air 350,108070.46380122166,195945.60735932924,156293.56871120282,20%-40% of MAC,312.0795742395649,144.98267733291817,29244.962978883414,265,49756.45739327418,26913,699,Turboprop,95.96395198522896
18206,Bombardier Global 6000,19806.14740674484,91683.18358284696,35314.10686948881,20%-40% of MAC,847.225675904223,154.0688850411371,15138.11331188361,333,32933.90940393085,56661,468,Piston,76.41957832126586
18207,Boeing 747-8,67921.48074844251,145069.27727029996,100530.18131400878,15%-30% of MAC,378.87619816886814,174.64913677097306,111604.25293949348,354,28417.53027627196,52741,513,Turbofan,22.346477589823674
18208,Airbus A380,194323.9954444779,423650.3388142479,230053.4199461144,20%-40% of MAC,927.5521675850392,92.61670031737616,239683.14360888567,249,66758.00204641104,35199,485,Turbofan,28.972214474546032
18209,Gulfstream G650,147797.90869549272,426505.4106323158,215431.53977969603,20%-35% of MAC,760.0509170168986,22.562243442247617,386973.3541239923,484,49529.5857812652,31208,401,Turboprop,86.18863775381236
18210,Boeing 777,177271.4761501762,664475.8294891403,586295.7018351834,15%-30% of MAC,540.0136633805317,195.75356029807,35053.26550621039,234,67378.42491112652,58611,495,Turboprop,41.46655469835513
18211,Boeing 747-8,235037.54560477607,530166.1201471196,289863.9687446605,15%-30% of MAC,592.7293714708708,152.4846946711845,445195.5750518981,158,3861.633334790609,23240,593,Piston,31.43141888145789
18212,Airbus A320,280132.1691910363,689416.4819044103,354538.2993521947,35%-45% of MAC,903.7738968524228,112.34701765627484,379528.3393064404,372,98313.32621554534,44569,470,Piston,45.36468142647514
18213,Gulfstream G650,46299.52057795959,215358.7821124737,46390.0975739427,35%-45% of MAC,738.627733765234,144.05643551968254,244980.6518591338,386,81358.10312572743,28978,576,Turbofan,42.89810506882175
18214,Airbus A380,100601.18327667688,467465.2574502812,355297.5149488436,25%-35% of MAC,404.252603081898,103.39724925993794,172368.62329350377,453,17646.453449126595,30296,591,Turbofan,54.27436795229256
18215,Bombardier Global 6000,58344.13335815733,280037.97648862965,162789.47809440177,20%-40% of MAC,934.6198331327404,86.54340896939604,436084.8146994971,338,26072.781566548107,51783,668,Piston,17.61312873024195
18216,Gulfstream G650,209619.4389590863,786481.2986598173,366321.6184663619,25%-35% of MAC,837.6629553349895,70.14545107966745,49172.35726307225,169,4386.384144554995,35559,594,Turbofan,37.59959338593285
18217,Boeing 747-8,137347.23402253247,636630.4823019316,479499.9648155968,35%-45% of MAC,640.9759620235737,115.05224600471196,411920.95345785527,240,10965.0996053197,36955,442,Turboprop,93.99654260991406
18218,Embraer E190,14096.750467026215,21215.13599259642,17876.91391723992,15%-30% of MAC,335.0127628169064,134.3693395836602,270305.12716853106,475,92567.63374780898,26214,691,Turbofan,51.2855876262341
18219,Cessna 172,165247.96591606425,452303.8172601131,382134.9663213436,20%-40% of MAC,233.8881524287321,133.68607404634474,452547.51037146064,440,82374.48845716118,49756,554,Turbofan,21.636352989056626
18220,Cessna 172,256737.85439624783,1174156.18451037,996390.5696524978,20%-40% of MAC,840.3507341494771,106.7115495644726,409494.68298569066,78,38528.2740279394,50673,651,Turboprop,50.48064617631859
18221,Cessna 172,52565.091636538746,106284.65444910532,63138.25870636398,20%-35% of MAC,630.8467169183507,145.4429408117657,66749.35893336909,393,7971.295716799867,29275,497,Turboprop,92.96916338076886
18222,Bombardier Global 6000,109641.771995653,430289.971722157,164296.53929208338,20%-35% of MAC,663.2007286031271,84.78276891975445,454056.9798685834,383,6030.506541333539,54964,610,Turbofan,26.47240740195132
18223,Embraer E190,244556.93429632968,827569.6494877371,277437.6317663632,35%-45% of MAC,401.04732946818285,84.87869213593628,148370.95865263988,203,95495.997721986,44036,699,Turbofan,63.74369106523503
18224,Airbus A380,162342.17998987046,563978.9852555932,359259.12957794,35%-45% of MAC,255.73371402472125,97.6787822065043,469003.807926436,318,8306.976331302587,45360,503,Turbofan,35.31560368364117
18225,Boeing 747-8,235127.66890408812,717827.7952146516,380846.8783479313,35%-45% of MAC,804.6234477895011,163.86682264086213,190979.55524686055,302,42876.62936736691,21931,593,Turbofan,78.35214678046643
18226,Cessna 172,267977.263457567,333212.0106099097,288949.2847644042,20%-35% of MAC,415.9329109087307,188.33489975260835,137358.52850700705,237,68076.95618600633,28514,495,Turboprop,44.7717619920961
18227,Cessna 172,62204.19447008574,223466.34442147453,175128.41468810308,15%-30% of MAC,812.2700413020226,181.27137096700437,388467.4216440617,468,92521.92027008571,50960,685,Turboprop,98.419431027982
18228,Airbus A380,203964.48373968608,901819.1848910446,745845.2169716019,20%-40% of MAC,903.3214384332922,121.72849573113156,413312.4365228693,242,87146.2116252522,35203,578,Turbofan,41.53879900925996
18229,Airbus A320,64530.40821569079,165621.94337620106,74717.66280235512,25%-35% of MAC,820.0978131032498,134.47590957397765,408620.6424167077,173,75656.9042846035,57662,406,Turbofan,24.531381539085327
18230,Airbus A380,13000.77289346153,26587.3955615671,25732.75772692638,20%-35% of MAC,833.1255249368902,187.82180215852208,336138.7469960833,168,2836.1269005142444,26355,625,Turbofan,65.2938686542284
18231,Cessna 172,256325.86478614112,634454.4860755558,602587.6997222244,20%-40% of MAC,824.1746211291966,83.49750964922688,177930.97465771824,263,6693.520526294471,27342,631,Piston,74.93419585634538
18232,Cessna 172,77531.23184663629,265699.9323370152,150711.0445228083,20%-40% of MAC,670.8818023902932,68.21824407721638,37408.00146662806,409,29606.015702549063,34484,427,Piston,10.404342672766733
18233,Airbus A380,100251.02356876,135214.46363197593,119339.53476352456,15%-30% of MAC,443.999406808749,115.74484253566786,485781.66606669134,351,25606.50993149753,47508,606,Turboprop,30.433901922981747
18234,Beechcraft King Air 350,109324.50134428704,163349.93964691035,113105.6219600346,20%-35% of MAC,626.2544368142992,41.66615433688221,215312.46777927096,354,68848.27110299307,21491,415,Turboprop,28.079000135023275
18235,Boeing 737-800,210950.1344636614,426674.9662441867,426388.1329608104,20%-40% of MAC,547.024835740536,109.1896626384938,217481.90365175117,452,89232.59776072993,26769,528,Turbofan,49.42184564376682
18236,Beechcraft King Air 350,23778.644861412293,61783.33392306609,51537.78274351786,15%-30% of MAC,383.7878866393338,68.97812364379851,123386.74917506556,298,3423.1190110646703,20302,551,Turbofan,18.23987369652839
18237,Boeing 737-800,92415.53905379154,435033.88512518647,293698.0844437173,20%-40% of MAC,974.1690682277956,97.39303239724204,61635.49422056509,469,36406.31289943794,23343,550,Turbofan,84.62034307696007
18238,Boeing 737-800,215255.9238230713,536814.2420584636,440044.75945968914,20%-40% of MAC,648.7960031318247,60.63088059718199,353594.3014707911,381,98505.5052467867,51249,633,Turbofan,94.81128602357774
18239,Gulfstream G650,154173.45074710491,185355.8183426687,182364.08640696268,20%-40% of MAC,529.2350845768553,62.4968549002752,431991.57961240783,309,33150.44977394842,32679,492,Turboprop,36.19926291480073
18240,Boeing 737-800,231726.48936232217,711412.2452866227,498509.8685765187,15%-30% of MAC,979.7892165676544,125.19482056095164,395715.5007811328,257,2835.857993244734,57720,548,Turboprop,35.37675469404597
18241,Beechcraft King Air 350,235475.26464066232,309003.76827601664,307008.39052790543,20%-40% of MAC,428.9024547741173,59.81793499500088,206201.87031844803,83,97647.94415521958,43543,637,Turbofan,94.13048365698847
18242,Airbus A320,20067.26727781705,57706.41243770321,55750.11489789409,20%-35% of MAC,243.46025709051304,142.28946410668465,31921.536282705,481,55333.07018975765,21493,644,Piston,65.33895767536436
18243,Bombardier Global 6000,282885.10529373394,734845.4994616401,649596.4139152137,20%-40% of MAC,384.80641516699546,154.76761319483327,179457.07934401894,463,82025.05944501578,31271,534,Piston,20.738712825867616
18244,Airbus A320,23143.40124587824,79603.51123279976,50837.1538467513,20%-40% of MAC,547.2070969959326,71.1989440932964,429139.5049064672,105,17915.717173044002,53274,432,Piston,50.45888305282017
18245,Airbus A320,233406.5017388812,1060564.1271247838,452630.8849077431,15%-30% of MAC,636.6391025216249,132.18529274241308,186182.3683085585,259,46281.42047910243,20969,555,Turbofan,35.47188629745288
18246,Cessna 172,184481.16540715183,913593.0838609316,715028.4512958925,20%-40% of MAC,963.2229249350352,174.22806185143295,463579.48358373385,99,75147.94475003568,51015,700,Piston,78.6793390477383
18247,Embraer E190,201555.84983110445,310144.650496523,249026.89966918773,15%-30% of MAC,298.6583089411073,193.1106395027921,386359.5503049513,379,8212.91506354287,36540,544,Turbofan,95.54514788964528
18248,Boeing 747-8,120309.31011687811,377740.0395579731,178247.83132379717,20%-35% of MAC,790.442327499571,69.34899353189448,316846.02326566115,399,76715.51908025175,39865,513,Piston,40.42310030741703
18249,Airbus A380,43104.578898768086,206746.31569330287,62828.36851876503,35%-45% of MAC,858.8940682174339,101.47850995527487,108546.5442011968,480,29287.553666031108,53130,558,Turbofan,28.31801544670629
18250,Boeing 737-800,143132.37339880643,658534.342904734,408917.6034826842,20%-35% of MAC,713.7747035257017,160.80414882953812,284221.5632303765,331,35184.8582171522,40504,526,Piston,92.57567597056833
18251,Bombardier Global 6000,243323.7198703191,551352.6152983923,408941.2939653947,20%-35% of MAC,996.0027155398856,109.11952967957497,93627.5589629595,72,31345.487169931774,46199,471,Turbofan,31.86648347793271
18252,Beechcraft King Air 350,118893.94633392524,171508.3410118232,131363.48036705304,35%-45% of MAC,263.92209992874325,158.7902667024209,235527.89843457745,391,97598.05361767762,51591,653,Turboprop,36.91827654302347
18253,Boeing 747-8,87183.40130495872,249080.29560167307,220787.9413087149,15%-30% of MAC,425.89766181320783,36.818109673995096,271491.304304465,271,55243.83725044314,40079,682,Turboprop,91.51713932484456
18254,Boeing 747-8,276033.51216936094,333967.63142023946,278856.6961960976,35%-45% of MAC,628.9206743630007,194.62960351708827,106653.27394474976,364,46149.10086503526,36089,576,Turbofan,31.034654511789896
18255,Airbus A380,200743.6100805004,994386.5976380124,971304.7021571524,20%-40% of MAC,728.172936768256,65.03018908475912,404703.42770092445,489,39302.77739645992,57887,451,Turboprop,80.26036158255305
18256,Boeing 747-8,114854.1591397045,309468.77970009623,171370.38411913606,20%-40% of MAC,727.147967726928,135.26724022045786,58261.99147329432,465,59100.3943532938,56865,414,Turbofan,20.499686670702797
18257,Airbus A320,186785.5156956156,238353.66329050512,234831.3834812813,20%-35% of MAC,573.6803406545204,178.10290784951152,200215.46140373388,122,23886.484272342328,39410,543,Turboprop,41.768608096256656
18258,Bombardier Global 6000,91663.43640393064,200789.4170026872,162621.34873297642,35%-45% of MAC,350.5396385725612,122.35794552035183,335307.048740688,165,87132.01745031845,27537,418,Turboprop,91.1906563602109
18259,Boeing 747-8,98128.72576989242,431185.4608955048,299980.2191087377,15%-30% of MAC,230.4936138086852,197.95638514980416,114990.46302761174,161,77904.20744895455,47208,527,Turbofan,68.20777104965065
18260,Boeing 747-8,295345.2843028546,811441.4492129505,787008.0578701519,15%-30% of MAC,508.9156093993766,68.47718896691998,151945.4817258388,421,80001.24835280002,42805,670,Turboprop,38.62831576560971
18261,Gulfstream G650,120444.5428425671,418453.72228326695,197626.04803970517,15%-30% of MAC,869.4163316373521,30.535749557867067,444281.9871213887,177,66585.45878745224,47382,482,Turboprop,44.540219574072175
18262,Embraer E190,44888.34945034797,93460.03495854732,65412.61716439294,20%-40% of MAC,746.8790694389284,149.06020262967007,90837.0839061251,135,94871.89433151664,52407,644,Turboprop,19.654328417594584
18263,Beechcraft King Air 350,269845.2807537668,1279479.3140619756,613646.9864477573,35%-45% of MAC,748.4145762651278,172.3332714687785,82436.88589678842,299,19785.934532402815,20880,484,Turboprop,77.54001459982402
18264,Cessna 172,64551.40529295404,147018.90727372575,77917.60285636233,20%-35% of MAC,227.2175232584715,83.47744615563002,132862.89096399824,311,38569.92710020733,40396,592,Piston,81.73309592530407
18265,Beechcraft King Air 350,271040.9486554256,1050274.8295032647,935166.5453172806,35%-45% of MAC,676.7271915510764,59.92759300540982,271086.3270490591,312,33799.25606236203,24822,540,Piston,43.85931192793928
18266,Boeing 777,241752.31299866617,765007.4790904361,427731.580852148,35%-45% of MAC,377.5345965997917,83.96099868665416,6047.046583614777,250,80767.05310176569,53195,433,Turboprop,98.06913090324662
18267,Boeing 747-8,85613.82263288398,201510.735566834,191684.18086674967,35%-45% of MAC,920.4032891617912,90.15657157650551,35975.372409513315,79,35379.91833601502,34915,402,Turbofan,71.44762434565115
18268,Bombardier Global 6000,91153.40749849896,327176.9114852798,219348.81055649908,25%-35% of MAC,997.1045137339966,87.25910643365137,169962.6560181429,149,70629.78802691553,22876,677,Turbofan,52.12197681224725
18269,Boeing 747-8,266455.33433204953,1019497.2949470198,865356.1143789873,20%-40% of MAC,234.2218865674111,31.5304066245358,219630.61337975645,419,51583.04602465489,57255,403,Piston,36.42078564119012
